id,SentMessages,ReceivedMessages,MessagesOutsideWorkHours,SentFrequency,ReceivedFrequency,sent_received_ratio,UniqueRecipients,hidden_copy,carbon_copy,text_length,BytesSentReceivedRatio,question_marks,response_time,MessagesReadLater,DaysBetweenReceivedAndRead,answered_messages,unanswered_messages,unreplied_messages,mention_colleagues,MoodType,StressKeywordsPresent,SalaryChangeMentioned,VacationMentioned,polite_message,Resigned,Group
3161,19,101,2,9,36,5.05,2,0,0,118,0.9712098962762674,1,3,6,2,14,0,5,0,0,0,0,0,0,0,Development Department
3162,82,109,11,17,35,1.3132530120481927,10,3,1,172,1.4262814592867168,2,10,3,0,24,2,6,1,0,0,0,0,0,0,Research and Development
3163,24,106,0,7,33,4.24,3,0,0,189,1.7853564352250033,0,3,5,0,29,0,4,0,0,0,0,1,0,0,Sales and Marketing
3164,67,70,9,18,36,1.0294117647058822,8,1,1,87,0.5367072492981436,0,0,3,1,29,1,5,1,0,0,0,0,0,0,Quality Assurance
3165,20,95,2,12,35,4.523809523809524,4,0,0,90,0.8063786656125502,0,2,2,1,23,0,3,0,0,0,1,0,0,0,Research and Development
3166,18,61,0,9,30,3.210526315789474,2,0,0,318,1.307756963110802,2,1,5,2,21,0,3,1,1,0,0,1,1,0,Research and Development
3167,59,64,8,14,27,1.0666666666666667,8,3,0,58,1.1877942211648982,0,4,4,2,19,2,3,1,0,0,0,1,0,0,Sales and Marketing
3168,20,63,2,10,28,3.0,7,2,1,144,2.063424568692479,0,4,4,1,17,0,2,1,0,1,0,0,0,0,Quality Assurance
3169,56,66,7,13,25,1.1578947368421053,5,0,0,160,0.6729661930010977,0,6,1,1,22,0,4,1,0,0,0,1,0,0,Quality Assurance
3170,20,64,2,11,33,3.0476190476190474,5,2,0,64,1.0769581152517442,0,1,2,1,18,0,3,0,1,0,0,0,0,0,Development Department
3171,60,64,0,15,28,1.0491803278688525,8,1,0,87,1.7541410511553404,0,5,3,1,21,2,4,0,0,0,1,0,1,0,Research and Development
3172,60,102,0,9,31,1.6721311475409837,11,1,1,129,1.4688053248807755,3,0,5,3,20,1,6,1,0,1,1,1,0,0,Development Department
3173,23,105,0,10,33,4.375,6,3,1,152,1.4736716618497059,0,4,5,3,22,0,3,0,1,1,0,0,0,0,Quality Assurance
3174,54,64,0,17,37,1.1636363636363636,8,1,1,159,1.6467106487848306,2,2,3,1,20,0,3,0,1,0,0,0,0,0,Development Department
3175,65,73,9,11,38,1.106060606060606,5,2,0,132,0.5931563340154216,5,0,2,0,31,1,0,0,0,0,0,0,0,0,Sales and Marketing
3176,53,105,0,18,33,1.9444444444444444,6,0,0,170,1.9795708808841683,0,1,5,3,30,1,3,1,0,0,1,1,0,0,IT Infrastructure
3177,18,103,2,9,40,5.421052631578948,6,2,0,186,0.9495275030124717,4,2,3,0,24,0,1,1,0,0,0,0,0,0,Sales and Marketing
3178,18,60,2,7,22,3.1578947368421053,3,0,0,151,0.7174931323092519,0,3,4,2,24,0,3,1,0,1,0,0,0,0,Quality Assurance
3179,77,115,10,23,44,1.4743589743589745,7,1,1,486,1.0526611355893978,16,10,6,1,18,3,6,0,0,0,0,1,0,0,Sales and Marketing
3180,70,69,0,11,36,0.971830985915493,7,1,0,291,1.5826892785279627,4,0,5,1,37,3,3,0,0,0,0,0,0,0,Quality Assurance
3181,13,99,0,14,34,7.071428571428571,7,4,0,123,1.0593677346304524,2,5,5,1,19,0,3,1,1,0,0,1,1,0,Sales and Marketing
3182,10,94,0,14,29,8.545454545454545,6,0,0,157,0.8311554920585894,0,3,4,1,24,0,3,0,0,0,0,0,0,0,Research and Development
3183,65,119,0,15,32,1.803030303030303,10,1,0,211,0.6402101788422719,3,1,6,3,29,0,5,1,0,0,0,0,0,0,Research and Development
3184,17,109,2,10,37,6.055555555555555,5,0,1,144,1.0665321968183654,3,1,5,1,16,0,4,1,0,0,0,1,0,0,Sales and Marketing
3185,24,108,3,9,37,4.32,3,0,0,102,0.8325107833287806,1,3,5,1,18,0,5,1,0,1,0,0,0,0,Development Department
3186,92,82,0,13,36,0.8817204301075269,8,1,2,164,1.085101278625672,0,6,4,1,30,1,5,0,0,0,0,1,0,0,Quality Assurance
3187,20,62,2,9,28,2.9523809523809526,3,0,0,51,0.8481810546456154,0,1,3,1,14,0,3,1,0,0,1,0,0,0,Research and Development
3188,20,114,0,13,29,5.428571428571429,4,5,0,258,1.1793286493832875,0,5,3,0,21,0,2,0,0,0,1,0,0,0,Quality Assurance
3189,19,62,2,7,33,3.1,1,0,0,128,1.2597306962142456,1,1,4,1,9,0,1,1,0,0,0,1,0,0,Research and Development
3190,71,69,0,18,36,0.9583333333333334,5,1,1,121,1.6425588123759614,0,6,4,1,26,1,2,0,0,1,0,1,1,0,IT Infrastructure
3191,24,104,3,10,34,4.16,2,3,0,115,0.9658992903082414,2,2,4,2,28,0,3,1,0,0,0,0,0,0,Sales and Marketing
3192,67,72,0,12,40,1.0588235294117647,6,0,1,213,1.2443603667625056,1,6,6,1,25,2,2,0,0,0,0,0,0,0,Research and Development
3193,21,60,0,8,32,2.727272727272727,4,1,0,431,1.8048509705850302,1,1,4,1,14,0,2,0,0,1,1,0,0,0,Sales and Marketing
3194,11,99,0,13,33,8.25,3,0,0,141,2.2270657843211144,0,4,6,3,18,0,1,1,0,0,0,0,0,0,IT Infrastructure
3195,62,68,0,13,36,1.0793650793650793,3,3,1,605,1.3683402075257525,6,6,1,1,28,1,1,0,0,0,1,0,0,0,Quality Assurance
3196,49,109,6,17,40,2.18,5,4,1,248,1.2138805509256203,0,0,4,1,25,0,5,0,0,0,0,0,0,0,Sales and Marketing
3197,71,116,0,18,27,1.6111111111111112,4,1,0,119,1.4956330271013996,0,1,5,0,28,0,6,0,0,0,1,0,0,0,Research and Development
3198,75,71,10,15,27,0.9342105263157895,6,1,1,191,1.2574698066214989,0,7,4,0,25,3,2,0,1,1,0,0,0,0,IT Infrastructure
3199,15,91,2,15,32,5.6875,1,0,0,145,0.9177599638151408,1,1,4,0,17,0,2,0,1,0,0,1,1,0,Research and Development
3200,77,78,10,15,49,1.0,8,10,1,93,1.2191707731110868,0,7,2,2,27,1,2,0,0,0,0,0,0,0,IT Infrastructure
3201,55,64,7,9,31,1.1428571428571428,8,1,1,98,2.0029361731656556,0,3,3,0,25,1,1,0,0,1,0,0,0,0,IT Infrastructure
3202,45,106,0,15,33,2.3043478260869565,9,13,5,124,1.5297734042695386,0,0,4,4,29,1,2,0,0,0,1,0,0,0,Research and Development
3203,10,52,0,8,35,4.7272727272727275,5,3,0,89,1.0669665701762518,0,2,2,1,18,0,0,0,0,0,1,1,0,0,Sales and Marketing
3204,20,63,2,6,37,3.0,3,0,0,90,2.0107190095484624,0,3,1,0,21,0,4,1,0,1,0,0,0,0,Quality Assurance
3205,84,80,11,14,34,0.9411764705882353,10,6,2,172,1.1111077737476047,1,1,5,2,26,4,4,1,0,0,1,0,1,0,Quality Assurance
3206,59,65,8,13,38,1.0833333333333333,9,0,0,172,1.117682064648544,1,5,2,2,36,0,1,1,0,1,1,0,0,0,IT Infrastructure
3207,68,78,9,15,27,1.1304347826086956,6,2,0,356,1.4588122815263629,1,0,3,1,22,1,2,0,0,1,1,1,0,0,Research and Development
3208,68,68,0,11,28,0.9855072463768116,6,1,0,194,1.3830257919842786,0,0,3,0,24,3,3,0,0,0,1,1,1,0,IT Infrastructure
3209,23,65,3,7,38,2.7083333333333335,5,1,0,77,1.0169048572038781,0,3,4,2,17,0,4,1,0,0,0,0,0,0,Quality Assurance
3210,62,109,8,15,34,1.7301587301587302,6,1,2,763,1.2525252488976995,6,8,4,2,31,2,2,1,0,0,1,0,0,0,IT Infrastructure
3211,24,66,0,11,26,2.64,4,1,1,78,1.0779695384156973,0,3,3,1,28,0,1,1,0,0,0,1,0,0,IT Infrastructure
3212,63,117,8,7,28,1.828125,7,3,1,138,1.661514426034948,0,0,4,3,24,1,3,0,0,0,1,0,0,0,Quality Assurance
3213,62,113,0,14,30,1.7936507936507937,6,3,2,230,0.7375638234719664,0,4,4,0,31,2,1,1,0,0,1,1,0,0,Sales and Marketing
3214,19,63,0,12,32,3.15,1,1,0,1132,1.7198766949291007,0,3,5,2,23,0,1,1,1,0,0,1,0,0,IT Infrastructure
3215,55,111,7,15,37,1.9821428571428572,7,4,1,198,0.8012148236837767,3,2,5,3,28,2,4,0,0,1,0,0,0,0,Sales and Marketing
3216,68,113,9,15,33,1.6376811594202898,5,2,0,123,1.0081034218959641,0,7,5,0,20,0,5,1,0,0,0,1,0,0,IT Infrastructure
3217,65,100,9,13,36,1.5151515151515151,8,2,2,86,1.045452226511596,0,3,4,2,26,0,3,1,0,0,0,1,0,0,Research and Development
3218,67,72,9,19,31,1.0588235294117647,9,0,1,65,2.0173829690729526,1,7,5,0,35,1,5,0,0,0,0,0,0,0,IT Infrastructure
3219,11,95,0,8,39,7.916666666666667,3,0,0,116,1.6222329771047763,0,3,4,1,28,0,3,0,0,1,1,0,0,0,IT Infrastructure
3220,66,104,9,12,47,1.5522388059701493,6,1,0,218,1.7128984526624893,1,8,4,2,29,0,5,1,0,0,0,0,0,0,Development Department
3221,64,102,0,10,32,1.5692307692307692,7,3,0,91,1.380143898821142,0,3,6,2,30,0,5,1,0,1,0,1,1,0,Research and Development
3222,11,88,0,8,35,7.333333333333333,5,1,1,123,2.1947369535126953,1,4,2,1,33,0,3,0,0,0,1,0,0,0,Research and Development
3223,55,113,0,12,36,2.017857142857143,7,8,0,100,0.8266077411549868,4,3,3,2,28,1,2,0,0,0,1,0,0,0,Sales and Marketing
3224,10,96,1,8,34,8.727272727272727,5,0,0,86,1.6691293758151549,0,1,4,2,17,0,3,1,0,0,0,0,0,0,Sales and Marketing
3225,54,67,0,9,35,1.2181818181818183,5,2,0,198,1.7326185554095432,1,1,5,1,30,2,0,0,0,0,0,0,0,0,IT Infrastructure
3226,68,101,9,12,37,1.463768115942029,7,6,1,110,1.4867472575485647,2,6,4,0,25,2,3,1,1,0,0,0,1,0,Quality Assurance
3227,72,100,9,14,32,1.36986301369863,5,1,1,389,1.886500167057888,5,4,5,0,28,2,2,1,0,0,1,1,0,0,IT Infrastructure
3228,14,57,0,10,38,3.8,4,1,0,70,1.5150619720807983,1,1,1,1,21,0,0,1,0,0,1,1,0,0,Development Department
3229,13,55,1,11,33,3.9285714285714284,7,6,0,199,1.8575149663220567,0,0,2,1,17,0,4,1,0,0,1,0,0,0,IT Infrastructure
3230,63,115,0,14,32,1.796875,7,2,0,885,0.8176019365549307,5,6,5,1,27,0,5,0,0,0,0,0,0,0,Development Department
3231,10,97,0,10,46,8.818181818181818,5,2,0,90,1.1576412960709455,1,4,5,1,25,0,5,0,0,0,1,0,1,0,IT Infrastructure
3232,70,78,9,15,33,1.0985915492957747,4,4,1,1062,1.199060612563264,1,2,0,2,29,1,3,1,0,0,1,1,0,0,Sales and Marketing
3233,22,106,0,13,35,4.608695652173913,6,2,0,138,1.9156874373172788,1,5,3,2,24,0,2,0,0,0,0,0,0,0,IT Infrastructure
3234,55,116,7,15,35,2.0714285714285716,4,0,1,124,1.2019819452458183,0,9,5,3,23,2,3,0,0,0,1,0,0,0,Sales and Marketing
3235,19,60,2,10,31,3.0,1,0,0,86,1.5311884066012724,0,1,4,1,13,0,2,0,0,0,0,1,0,0,Quality Assurance
3236,81,110,0,6,36,1.3414634146341464,7,5,3,136,1.1339613053194655,2,8,5,2,26,0,3,0,0,0,0,1,0,0,Quality Assurance
3237,12,54,1,7,28,4.153846153846154,5,0,0,247,1.8331959682910308,1,3,2,0,23,0,4,1,0,0,0,0,0,0,Research and Development
3238,11,83,0,14,36,6.916666666666667,6,1,0,244,1.00793137937202,2,2,4,0,10,0,2,1,0,0,1,1,1,0,IT Infrastructure
3239,13,102,0,7,25,7.285714285714286,8,2,0,267,1.6092256456313618,1,1,6,2,20,0,1,1,0,0,0,0,0,0,Research and Development
3240,18,62,0,3,25,3.263157894736842,5,3,0,59,1.4647300193495056,0,0,3,0,21,0,0,0,0,0,1,0,0,0,IT Infrastructure
3241,60,64,0,17,41,1.0491803278688525,11,1,4,144,1.1363381476000465,0,5,2,0,20,0,5,1,0,0,1,0,0,0,Quality Assurance
3242,68,98,0,14,27,1.4202898550724639,4,1,0,86,1.600300780563844,0,5,4,1,29,1,4,1,1,0,0,0,0,0,Development Department
3243,23,107,3,11,24,4.458333333333333,3,1,0,250,0.6764649120368245,3,1,5,1,26,0,4,1,0,0,0,1,0,0,Research and Development
3244,83,116,0,11,28,1.380952380952381,6,2,1,136,1.8036785542633695,0,0,9,1,36,1,3,0,1,0,0,0,0,0,Research and Development
3245,17,60,2,8,41,3.3333333333333335,6,6,1,138,1.1219478443583832,0,1,3,0,21,0,3,0,0,0,0,0,0,0,Quality Assurance
3246,59,64,0,15,23,1.0666666666666667,15,17,5,94,1.7215338543622798,0,3,2,0,31,0,3,0,0,0,0,1,0,0,Quality Assurance
3247,18,65,0,9,27,3.4210526315789473,4,0,3,55,1.0602208163253968,0,5,3,0,17,0,2,0,1,0,0,0,0,0,Development Department
3248,53,70,0,17,25,1.2962962962962963,8,1,0,243,0.8207485895331322,6,1,4,1,22,0,4,1,0,0,0,1,0,0,Research and Development
3249,63,66,8,11,31,1.03125,7,0,2,264,1.1151717096273088,0,1,6,2,28,1,3,1,0,0,0,0,0,0,Quality Assurance
3250,11,53,0,13,29,4.416666666666667,3,0,0,94,1.828550429485563,0,4,2,1,17,0,1,1,1,0,0,1,0,0,Quality Assurance
3251,23,120,0,12,32,5.0,4,1,0,91,1.7052770529282084,1,0,3,3,21,1,1,1,0,0,0,0,0,0,Development Department
3252,16,63,0,5,41,3.7058823529411766,9,2,1,164,1.212723273387193,0,4,2,0,25,0,1,1,0,1,0,0,0,0,Development Department
3253,19,64,2,10,26,3.2,4,0,0,73,2.002803086616426,0,4,1,1,21,0,3,0,1,0,0,0,0,0,Sales and Marketing
3254,22,64,0,12,32,2.782608695652174,2,0,0,150,1.1966425396458769,0,1,2,1,17,0,3,0,0,0,0,0,0,0,IT Infrastructure
3255,66,72,9,14,35,1.0746268656716418,8,1,4,102,1.058367898410162,0,2,5,1,22,0,3,1,0,0,1,0,0,0,Sales and Marketing
3256,17,95,0,10,28,5.277777777777778,5,1,1,105,0.875411699764514,0,6,4,1,20,0,2,0,0,0,0,0,0,0,Development Department
3257,76,72,10,14,35,0.935064935064935,8,3,1,193,0.6334699166697912,2,5,5,2,29,3,3,0,1,0,0,0,0,0,Quality Assurance
3258,15,103,0,8,32,6.4375,9,1,1,96,1.2179786057772248,0,6,4,1,19,0,1,1,1,0,0,0,0,0,Development Department
3259,56,68,0,17,34,1.1929824561403508,8,0,0,116,0.673792752985151,1,5,4,2,12,2,5,0,0,0,0,0,0,0,Research and Development
3260,62,113,0,14,33,1.7936507936507937,5,3,1,217,1.247761960642654,1,5,3,0,29,0,5,1,0,0,0,0,0,0,Quality Assurance
3261,20,60,2,12,22,2.857142857142857,5,3,1,575,1.8757286012868304,7,0,2,0,24,0,2,0,0,0,0,1,0,0,Sales and Marketing
3262,23,65,0,12,39,2.7083333333333335,6,0,1,104,1.2954249790420909,3,2,5,0,16,0,1,0,0,0,0,0,1,0,Sales and Marketing
3263,74,70,10,14,43,0.9333333333333333,6,1,2,249,1.2488714674073786,0,0,1,1,20,1,5,1,0,0,0,0,0,0,Sales and Marketing
3264,75,74,0,16,32,0.9736842105263158,6,0,0,78,0.909371457765637,0,2,4,2,33,1,2,1,0,0,1,1,0,0,Quality Assurance
3265,21,94,0,12,29,4.2727272727272725,0,0,0,403,0.8776251821044131,0,0,3,2,20,0,4,0,0,0,0,1,0,0,IT Infrastructure
3266,67,99,0,11,41,1.4558823529411764,7,4,1,107,0.8771697583542493,0,4,6,3,29,0,1,0,0,0,0,0,0,0,IT Infrastructure
3267,78,76,0,19,42,0.9620253164556962,6,1,0,130,1.3808434788204105,0,0,4,2,23,2,5,0,1,0,0,1,0,0,IT Infrastructure
3268,54,65,7,16,32,1.1818181818181819,9,3,1,179,1.4231442170461348,1,2,3,2,28,0,2,0,0,0,1,1,0,0,Development Department
3269,75,114,10,14,34,1.5,7,8,1,119,0.8752816890134276,0,0,6,2,21,1,4,1,0,0,0,0,0,0,Development Department
3270,60,98,8,16,34,1.6065573770491803,4,2,0,311,1.1465772826589988,1,2,4,2,27,0,6,0,1,0,1,0,0,0,Research and Development
3271,74,111,10,12,26,1.48,9,2,0,122,1.3974240265797593,0,4,6,0,28,3,4,0,0,0,0,0,0,0,Quality Assurance
3272,18,59,0,5,30,3.1052631578947367,2,0,0,177,1.7338509525017678,0,1,5,0,11,0,0,1,1,0,0,0,0,0,Research and Development
3273,17,106,2,7,42,5.888888888888889,3,0,0,243,1.1563207067303214,0,7,6,3,22,0,5,0,0,0,0,1,1,0,Development Department
3274,22,64,0,6,31,2.782608695652174,4,2,1,157,0.9905136408924242,0,1,7,0,18,0,0,1,0,0,0,0,0,0,Quality Assurance
3275,15,61,2,12,27,3.8125,6,0,1,155,1.710075498982662,0,2,4,0,26,0,2,0,0,0,1,0,0,0,Sales and Marketing
3276,79,123,0,12,37,1.5375,14,1,2,1191,1.3168432561065162,2,3,5,0,28,2,5,1,0,0,1,0,1,0,Quality Assurance
3277,16,59,2,8,29,3.4705882352941178,5,0,0,127,1.889237533850525,1,3,2,0,20,0,4,1,0,1,0,0,0,0,Development Department
3278,69,73,9,16,33,1.042857142857143,8,1,1,146,0.8477902448666909,1,5,4,2,33,2,3,1,0,0,0,1,1,0,Sales and Marketing
3279,59,105,8,12,28,1.75,11,4,2,188,1.7089143141368746,0,7,5,3,15,0,6,0,0,0,0,0,0,0,Sales and Marketing
3280,13,55,0,5,27,3.9285714285714284,4,2,1,227,0.860907403983407,2,0,3,0,30,0,3,1,0,0,1,0,0,0,Quality Assurance
3281,14,96,0,5,37,6.4,0,0,0,625,1.5691568667451692,23,2,4,2,30,0,1,0,0,0,0,1,0,0,IT Infrastructure
3282,64,111,0,19,35,1.7076923076923076,8,4,2,148,0.9766813317027987,0,2,5,3,23,2,5,1,0,0,1,0,0,0,Development Department
3283,10,98,1,11,30,8.909090909090908,6,0,0,87,0.9189091636721104,0,4,6,1,25,0,3,0,0,0,0,1,0,0,Development Department
3284,11,54,1,9,32,4.5,3,0,0,197,1.5601469068507139,7,2,2,0,23,0,0,1,0,0,0,0,0,0,IT Infrastructure
3285,65,97,0,11,30,1.4696969696969697,10,1,0,89,1.3042893489350014,0,9,5,2,13,0,3,1,0,0,0,1,0,0,Research and Development
3286,73,139,0,11,31,1.8783783783783783,6,0,1,209,1.2853216341707145,0,11,6,2,25,2,6,1,0,0,0,1,0,0,Research and Development
3287,68,69,0,16,38,1.0,9,3,1,163,1.418779141180683,0,7,3,0,19,2,6,0,0,0,1,0,0,0,Development Department
3288,61,69,8,14,37,1.1129032258064515,9,8,13,122,1.0920429229567787,0,4,1,0,18,1,5,0,0,0,1,0,1,0,IT Infrastructure
3289,64,109,0,12,34,1.676923076923077,8,3,3,156,1.5555590349359099,0,1,4,0,24,0,5,1,0,0,0,0,0,0,IT Infrastructure
3290,71,71,9,12,34,0.9861111111111112,8,5,1,66,0.7258489297410979,0,7,4,1,24,2,1,0,1,0,0,1,0,0,Sales and Marketing
3291,14,56,0,8,32,3.7333333333333334,6,1,1,62,1.6844572254549917,0,4,2,2,27,0,0,1,1,1,1,0,0,0,Research and Development
3292,13,55,0,5,34,3.9285714285714284,1,0,0,173,1.4875777142781899,2,1,1,0,17,0,3,1,0,1,0,0,0,0,Research and Development
3293,17,59,2,10,28,3.2777777777777777,6,6,2,48,1.3280422933870202,0,2,5,2,19,0,0,1,0,0,0,0,1,0,Sales and Marketing
3294,62,64,0,13,36,1.0158730158730158,7,3,1,121,0.7219517904280777,2,0,5,2,32,0,3,0,0,0,0,0,0,0,Quality Assurance
3295,59,92,0,8,35,1.5333333333333334,10,2,1,124,0.9633967192449351,0,3,3,2,24,1,2,0,0,0,1,1,0,0,Research and Development
3296,13,96,0,10,32,6.857142857142857,1,0,0,74,1.1486591536436588,0,5,4,2,18,0,3,0,1,1,0,0,0,0,Sales and Marketing
3297,10,86,0,8,31,7.818181818181818,2,0,0,321,1.0852644354103569,1,6,4,0,25,0,1,0,0,0,0,0,0,0,IT Infrastructure
3298,11,53,1,11,36,4.416666666666667,8,5,1,54,2.0637695897806037,0,1,5,0,23,0,0,0,1,0,1,1,0,0,Quality Assurance
3299,54,66,0,11,31,1.2,8,1,1,185,1.9094623367735648,0,1,4,2,25,2,3,0,0,0,1,1,0,0,Development Department
3300,22,94,3,8,30,4.086956521739131,7,2,0,105,1.4418085164110497,0,5,4,2,26,0,2,1,0,0,0,0,0,0,IT Infrastructure
3301,19,98,0,11,31,4.9,6,2,0,94,0.955508874860335,0,6,5,3,15,0,1,0,0,0,0,0,0,0,Quality Assurance
3302,17,105,2,8,38,5.833333333333333,3,1,0,119,2.0417075476094837,0,5,3,3,18,0,3,1,0,0,1,0,0,0,Sales and Marketing
3303,57,66,7,15,25,1.1379310344827587,4,0,0,103,1.6582477303187437,1,3,4,1,34,0,2,0,0,0,0,0,0,0,IT Infrastructure
3304,20,106,2,12,32,5.0476190476190474,3,0,0,124,0.7095863298596272,0,7,5,3,6,0,3,1,0,0,0,0,0,0,Quality Assurance
3305,15,58,2,10,37,3.625,9,4,3,65,1.3448172826047402,0,3,3,1,17,0,3,1,0,0,0,0,1,0,Development Department
3306,54,105,0,12,33,1.9090909090909092,6,1,0,102,1.464689661934218,1,0,3,3,18,2,3,1,0,0,0,0,0,0,IT Infrastructure
3307,89,126,0,19,36,1.4,5,1,1,334,0.6417100460951415,0,12,7,1,28,0,3,0,0,0,0,0,0,0,IT Infrastructure
3308,60,65,8,6,38,1.0655737704918034,10,14,1,128,0.6067137598483411,2,5,2,0,28,1,4,0,0,0,0,0,1,0,Research and Development
3309,68,69,0,13,37,1.0,8,5,0,128,1.225285937727771,1,3,5,0,31,0,2,0,0,0,0,0,0,0,Quality Assurance
3310,61,109,0,12,32,1.7580645161290323,6,2,1,110,0.5556695054903125,0,0,4,0,23,0,3,0,0,0,0,0,0,0,Quality Assurance
3311,23,112,0,13,33,4.666666666666667,9,4,1,386,0.7102533391167046,7,0,6,3,17,0,5,0,0,0,0,0,0,0,Research and Development
3312,15,107,0,13,38,6.6875,6,0,1,125,0.9483314957179099,1,7,4,2,14,0,6,0,1,0,0,0,0,0,Sales and Marketing
3313,71,75,0,16,37,1.0416666666666667,6,7,1,65,1.8962061610436682,0,6,3,2,26,1,2,1,0,0,0,0,0,0,Sales and Marketing
3314,61,75,0,14,32,1.2096774193548387,6,12,1,161,1.6857156130997064,2,0,5,2,35,0,0,1,1,0,0,0,0,0,Research and Development
3315,66,108,0,10,34,1.6119402985074627,7,3,1,114,1.223997215311154,0,7,6,1,22,3,4,0,0,1,0,1,0,0,IT Infrastructure
3316,68,116,9,17,36,1.681159420289855,5,2,1,292,1.2692432838191903,4,1,3,2,25,1,5,1,0,0,0,1,0,0,Development Department
3317,17,97,0,11,40,5.388888888888889,6,2,0,231,1.690703490325569,1,2,4,2,22,0,3,1,0,0,0,0,0,0,Sales and Marketing
3318,16,58,2,8,37,3.411764705882353,4,1,1,183,1.3139327456636896,0,2,4,1,19,0,3,0,1,0,0,0,0,0,Development Department
3319,84,119,0,12,38,1.4,8,2,1,139,0.6378876632703452,1,10,3,4,34,0,4,1,1,0,0,0,0,0,Quality Assurance
3320,66,114,9,15,29,1.7014925373134329,6,2,0,155,1.6591418387199175,1,0,4,2,31,2,6,1,0,0,0,0,0,0,Quality Assurance
3321,68,72,0,7,31,1.0434782608695652,6,1,1,159,0.6179290862925365,1,1,4,1,30,1,4,0,0,0,0,0,0,0,Sales and Marketing
3322,63,103,0,15,33,1.609375,4,1,1,276,1.2774209486720438,4,7,8,2,30,2,1,1,0,1,0,0,1,0,IT Infrastructure
3323,13,93,0,11,40,6.642857142857143,5,1,1,83,1.9918469786821993,0,6,5,0,17,0,3,1,1,0,0,0,0,0,Quality Assurance
3324,70,73,0,11,31,1.028169014084507,4,1,1,145,0.7069146204645854,5,6,2,2,20,0,3,0,0,0,1,1,0,0,Development Department
3325,85,77,11,14,40,0.8953488372093024,8,5,1,633,1.5868023338243817,7,6,2,1,24,3,3,1,0,0,1,0,0,0,IT Infrastructure
3326,18,91,2,11,30,4.7894736842105265,7,1,1,98,0.713176098852927,1,3,4,1,22,0,5,1,0,0,0,1,0,0,Sales and Marketing
3327,65,64,0,17,30,0.9696969696969697,8,2,2,126,2.0186803368099855,0,2,4,2,24,2,2,1,1,0,1,1,0,0,Quality Assurance
3328,17,60,0,11,34,3.3333333333333335,4,0,0,834,1.6231295704832238,2,0,3,0,24,0,2,1,0,0,0,0,0,0,Sales and Marketing
3329,54,62,0,13,40,1.1272727272727272,2,0,0,106,1.9873026101482867,0,1,4,1,25,0,4,0,0,0,1,0,0,0,IT Infrastructure
3330,71,69,0,14,31,0.9583333333333334,5,3,0,66,1.5310859469108593,0,3,2,1,19,1,1,0,0,0,0,0,0,0,IT Infrastructure
3331,10,53,0,13,19,4.818181818181818,5,1,0,82,1.0079701649237298,2,3,2,1,27,0,3,1,1,0,0,0,0,0,IT Infrastructure
3332,59,70,8,15,25,1.1666666666666667,11,3,5,487,1.9245467704144033,0,4,4,0,22,2,4,1,0,0,0,0,0,0,Research and Development
3333,19,62,0,11,33,3.1,3,1,1,216,1.5330052772437894,1,4,3,0,25,0,0,1,0,0,0,0,1,0,Research and Development
3334,11,85,1,14,26,7.083333333333333,7,1,1,78,1.5764055759117706,0,1,5,2,16,0,2,0,0,0,0,0,1,0,Development Department
3335,16,58,2,12,28,3.411764705882353,4,0,0,126,1.2460207806718617,1,1,3,0,16,0,1,1,1,0,0,0,0,0,IT Infrastructure
3336,58,69,8,11,33,1.1694915254237288,8,0,0,116,0.9619756098755163,0,5,4,1,20,2,2,1,0,0,0,0,0,0,IT Infrastructure
3337,70,72,0,20,20,1.0140845070422535,7,2,1,243,1.3255268896817058,1,0,5,2,18,2,4,0,0,0,0,1,0,0,Quality Assurance
3338,11,53,1,12,30,4.416666666666667,6,2,1,64,1.181586563216827,0,1,4,1,13,0,5,1,1,0,0,1,0,0,Development Department
3339,64,109,8,13,29,1.676923076923077,4,1,0,213,1.8313442988430169,0,5,5,2,27,1,2,1,0,0,0,0,0,0,Development Department
3340,69,115,0,13,27,1.6428571428571428,7,1,2,656,0.59248352723735,2,7,3,2,21,1,3,0,0,0,0,1,0,0,Sales and Marketing
3341,52,62,0,16,28,1.169811320754717,10,1,2,49,1.3302315669381397,0,2,4,0,26,1,1,1,0,0,1,0,0,0,IT Infrastructure
3342,11,98,1,12,28,8.166666666666666,6,0,0,158,1.9998473328590958,0,6,4,2,21,0,5,1,0,0,0,0,1,0,Quality Assurance
3343,14,90,1,9,36,6.0,9,0,3,266,0.721409557074475,8,3,4,0,25,0,3,0,0,0,0,0,0,0,Sales and Marketing
3344,78,104,0,20,40,1.3164556962025316,10,2,4,91,0.9629476852833445,0,6,5,1,21,2,3,0,0,0,0,0,0,0,Research and Development
3345,21,97,0,9,32,4.409090909090909,3,0,0,98,0.7095565622243094,0,2,5,1,27,0,4,0,0,0,1,1,0,0,IT Infrastructure
3346,70,113,0,11,31,1.591549295774648,4,2,0,136,1.4402521335905543,1,3,4,0,21,0,6,1,0,0,0,1,0,0,Development Department
3347,66,68,0,11,30,1.0149253731343284,10,12,5,88,1.0055518727816282,0,0,4,0,12,3,3,0,0,0,0,1,0,0,IT Infrastructure
3348,57,69,0,12,27,1.1896551724137931,5,0,0,84,1.9752847120463022,0,0,2,1,25,0,1,1,0,1,0,0,0,0,IT Infrastructure
