id,SentMessages,ReceivedMessages,MessagesOutsideWorkHours,SentFrequency,ReceivedFrequency,SentReceivedRatio,UniqueRecipients,HiddenCopy,CarbonCopy,TextLength,BytesSentReceivedRatio,QuestionMarks,ResponseTime,MessagesReadLater,DaysBetweenReceivedAndRead,AnsweredMessages,UnansweredMessages,UnrepliedMessages,MentionColleagues,MoodType,StressKeywordsPresent,SalaryChangeMentioned,VacationMentioned,PoliteMessage,Resigned,Group
3456,71,77,2,16,17,1.0694444444444444,7,3,3,136,0.6346858854352029,4,5,5,2,23,6,8,2,0,3,0,1,0,0,Sales and Marketing
3457,63,84,2,12,17,1.3125,10,3,4,152,0.8346697052625861,3,3,7,0,22,6,7,1,0,1,0,1,0,0,Research and Development
3458,81,89,3,11,23,1.0853658536585367,9,6,5,156,1.8121602783501887,3,5,5,2,27,18,16,0,0,1,0,1,0,0,Development Department
3459,69,81,2,16,13,1.1571428571428573,5,3,5,77,0.6837008253785386,4,2,6,2,29,9,12,0,0,2,0,1,0,0,Quality Assurance
3460,67,85,2,14,17,1.25,6,1,6,72,1.821437223980825,4,5,4,2,20,15,5,2,0,3,0,0,0,0,Quality Assurance
3461,61,97,2,9,11,1.564516129032258,8,1,7,133,1.899286503082486,3,3,5,3,15,20,9,1,0,1,0,1,0,0,Development Department
3462,62,76,2,11,23,1.2063492063492063,7,3,4,212,0.8972790958534245,4,3,3,1,22,16,9,1,0,2,0,1,0,0,Development Department
3463,68,88,2,13,15,1.2753623188405796,10,4,4,172,1.8063810309117019,3,4,5,2,28,16,12,1,0,1,0,1,0,0,Research and Development
3464,61,77,2,16,17,1.2419354838709677,9,4,6,90,1.2771953470180355,3,4,6,2,29,9,12,1,0,2,0,1,0,0,Development Department
3465,62,104,2,19,22,1.6507936507936507,11,3,6,75,0.5442881367328827,4,3,7,0,18,11,1,1,0,3,0,0,0,0,Sales and Marketing
3466,67,68,2,18,14,1.0,6,3,5,386,1.656736662168469,4,4,4,2,13,18,11,0,0,3,0,1,0,0,Research and Development
3467,74,114,2,19,14,1.52,13,4,4,60,1.8140014168929792,3,4,5,1,22,11,11,1,0,3,0,0,0,0,Development Department
3468,63,83,2,12,15,1.296875,9,1,7,72,1.6023941786929226,3,2,4,2,28,20,2,2,0,0,0,0,0,0,Quality Assurance
3469,69,92,2,18,15,1.3142857142857143,9,1,4,101,0.7291029651752258,4,4,5,2,24,13,12,1,0,2,0,0,0,0,Development Department
3470,70,69,2,11,19,0.971830985915493,7,5,5,43,0.9268752277455121,4,4,5,1,21,12,14,2,0,2,0,0,0,0,Sales and Marketing
3471,64,76,2,14,22,1.1692307692307693,10,3,3,103,0.8909804778702411,3,5,5,2,21,15,4,3,0,0,0,0,0,0,Sales and Marketing
3472,79,92,3,14,17,1.15,16,2,9,99,0.6112661322955885,3,4,4,0,27,15,6,1,0,1,0,0,0,0,Quality Assurance
3473,66,89,2,10,16,1.328358208955224,9,2,4,77,1.1972485897078884,3,2,4,2,16,12,7,0,0,0,0,0,0,0,Research and Development
3474,75,86,3,15,14,1.131578947368421,9,2,6,89,1.7514669026313923,4,5,6,1,18,11,13,3,0,0,0,0,0,0,Quality Assurance
3475,80,84,3,12,16,1.037037037037037,4,1,2,321,0.6806860033864006,4,4,6,3,24,18,20,0,0,1,0,0,0,0,Development Department
3476,75,68,3,20,14,0.8947368421052632,7,4,3,205,1.988143907833612,3,5,5,1,16,18,10,2,0,2,0,1,0,0,Quality Assurance
3477,58,76,2,13,13,1.2881355932203389,7,3,7,206,1.9053197421194135,3,5,6,1,29,16,10,2,0,0,0,1,0,0,Research and Development
3478,66,85,2,8,14,1.2686567164179106,10,3,3,56,1.8950612633673998,3,3,6,0,21,16,7,1,0,3,0,1,0,0,IT Infrastructure
3479,79,88,3,9,12,1.1,9,3,2,71,1.4701589511855582,3,4,6,3,24,11,11,1,0,3,0,0,0,0,Quality Assurance
3480,68,100,2,11,13,1.4492753623188406,6,5,4,102,1.2605938723024939,3,5,5,0,20,11,9,2,0,2,0,0,0,0,Research and Development
3481,74,99,2,15,19,1.32,6,2,6,176,1.2909163509390362,4,2,6,2,27,12,9,1,0,2,0,0,0,0,IT Infrastructure
3482,69,68,2,18,15,0.9714285714285714,9,2,4,262,1.0437772650104158,3,3,6,1,23,10,19,1,0,0,0,0,0,0,Research and Development
3483,69,100,2,15,16,1.4285714285714286,5,1,3,189,0.7026093648407276,3,4,6,2,31,15,6,0,0,2,0,0,0,0,Research and Development
3484,62,77,2,15,17,1.2222222222222223,7,4,4,275,0.8280169944710567,3,4,5,3,24,14,13,2,0,1,0,1,0,0,IT Infrastructure
3485,75,78,3,12,12,1.0263157894736843,8,2,4,57,0.8324141032663791,4,3,5,3,30,10,11,2,0,0,0,0,0,0,Quality Assurance
3486,61,98,2,12,19,1.5806451612903225,5,2,4,101,1.538346105496089,4,4,4,1,12,18,14,1,0,0,0,1,0,0,IT Infrastructure
3487,68,74,2,17,14,1.0724637681159421,8,4,2,141,1.300978138147876,3,3,6,2,41,11,11,1,0,3,0,0,0,0,Quality Assurance
3488,58,82,2,11,13,1.3898305084745763,4,3,5,112,1.4572728611498886,3,5,5,3,14,8,11,1,0,3,0,1,0,0,Research and Development
3489,58,88,2,11,17,1.4915254237288136,4,3,5,99,1.7525652584612883,4,5,4,3,26,15,10,0,0,1,0,0,0,0,Quality Assurance
3490,64,73,2,14,15,1.123076923076923,5,3,2,133,1.3728260617936612,4,5,4,0,27,16,7,1,0,0,0,0,0,0,Sales and Marketing
3491,63,90,2,13,17,1.40625,7,4,5,57,0.701403737719271,3,4,5,1,27,17,14,1,0,2,0,0,0,0,IT Infrastructure
3492,58,73,2,14,14,1.2372881355932204,7,4,2,118,0.6425654368174576,3,6,5,0,17,18,3,1,0,1,0,0,0,0,IT Infrastructure
3493,41,77,1,12,11,1.8333333333333333,9,3,6,221,0.5895675055999081,4,3,5,2,19,7,6,1,0,1,0,0,0,0,Development Department
3494,75,69,3,17,13,0.9078947368421053,10,3,3,82,1.8044446314843312,4,6,3,1,21,17,7,1,0,1,0,1,0,0,Research and Development
3495,71,83,2,13,12,1.1527777777777777,10,5,3,210,1.7469388228603169,4,2,6,1,26,14,20,2,0,0,0,0,0,0,Research and Development
3496,72,82,2,14,15,1.1232876712328768,9,5,4,85,0.667395488087037,3,5,4,0,28,13,12,3,0,0,0,1,0,0,Quality Assurance
3497,53,94,2,9,18,1.7407407407407407,9,1,5,84,1.0626688914675677,3,6,6,2,21,8,6,2,0,0,0,0,0,0,Sales and Marketing
3498,70,70,2,13,19,0.9859154929577465,6,3,3,114,1.0762371771893051,3,4,3,2,25,14,11,3,0,2,0,1,0,0,Research and Development
3499,65,90,2,15,15,1.3636363636363635,5,1,4,423,1.3766041378063385,4,4,5,3,22,18,15,1,0,1,0,0,0,0,Sales and Marketing
3500,62,68,2,11,10,1.0793650793650793,8,4,3,292,1.8108512864737314,3,2,4,1,20,14,8,0,0,2,0,0,0,0,Development Department
3501,63,77,2,12,9,1.203125,7,2,5,79,0.6526174308901245,3,1,4,2,29,10,9,2,0,2,0,1,0,0,IT Infrastructure
3502,62,73,2,11,21,1.1587301587301588,8,5,2,51,1.1151780403878346,3,6,4,3,20,18,9,1,0,3,0,1,0,0,Sales and Marketing
3503,69,84,2,15,15,1.2,8,6,2,111,1.2106653505987366,3,4,4,3,25,9,14,0,0,1,0,1,0,0,Research and Development
3504,60,79,2,16,19,1.2950819672131149,6,5,6,47,0.7634793453178786,3,5,4,2,28,15,14,2,0,1,0,1,0,0,IT Infrastructure
3506,52,74,2,6,17,1.3962264150943395,10,2,6,73,1.8409038406518796,3,6,6,3,16,15,7,1,0,0,0,1,0,0,Sales and Marketing
3507,64,78,2,12,14,1.2,4,3,3,762,1.4839856386089454,4,6,3,0,26,3,15,1,0,1,0,0,0,0,Quality Assurance
3508,61,87,2,12,21,1.403225806451613,7,4,5,32,1.7284007061874795,3,2,3,1,20,9,16,1,0,0,0,1,0,0,IT Infrastructure
3509,66,97,2,19,14,1.4477611940298507,8,4,3,46,0.6839394997618136,4,4,4,2,21,14,20,1,0,3,0,1,0,0,Sales and Marketing
3510,71,72,2,14,11,1.0,11,3,3,47,1.295480379820774,3,2,4,2,16,12,11,1,0,2,0,0,0,0,Quality Assurance
3511,81,79,3,13,10,0.9634146341463414,10,1,2,238,1.7533534547667418,4,2,3,1,32,13,5,3,0,2,0,1,0,0,Research and Development
3512,68,86,2,16,17,1.2463768115942029,13,3,4,75,1.3464975404647541,4,4,5,2,20,16,4,0,0,2,0,1,0,0,Sales and Marketing
3513,66,85,2,16,21,1.2686567164179106,6,2,5,213,0.9124609040371066,3,6,6,1,19,11,7,1,0,2,0,1,0,0,Quality Assurance
3514,65,80,2,16,13,1.2121212121212122,5,5,3,133,0.7932595873460913,3,3,6,2,19,18,12,1,0,2,0,0,0,0,Quality Assurance
3515,66,71,2,17,11,1.0597014925373134,6,3,4,76,1.3309181244321973,4,6,5,1,18,16,11,0,0,1,0,0,0,0,IT Infrastructure
3516,71,78,2,13,8,1.0833333333333333,9,2,4,209,0.7916674394891694,4,4,4,0,24,15,6,1,0,1,0,0,0,0,Quality Assurance
3517,79,74,3,13,12,0.925,4,4,1,170,1.9700354243524298,4,6,3,3,24,15,6,2,0,2,0,0,0,0,Sales and Marketing
3518,64,85,2,14,15,1.3076923076923077,9,4,4,140,1.8848536986850286,4,5,5,2,23,13,11,2,0,3,0,0,0,0,Development Department
3519,72,82,2,17,10,1.1232876712328768,6,3,2,56,1.7232936216993038,3,5,4,2,22,10,11,2,0,2,0,0,0,0,Research and Development
3520,67,78,2,13,12,1.1470588235294117,6,3,4,85,0.5388449407545212,3,5,6,1,24,5,13,0,0,1,0,1,0,0,Sales and Marketing
3521,90,78,3,14,14,0.8571428571428571,6,3,3,54,1.1571395866871388,3,6,5,2,22,15,4,1,0,2,0,1,0,0,Sales and Marketing
3522,69,71,2,15,8,1.0142857142857142,5,1,5,178,0.6769814667146461,3,6,7,1,22,20,9,1,0,2,0,0,0,0,Research and Development
3523,71,91,2,11,15,1.2638888888888888,5,2,2,102,0.9897356620593607,4,6,6,3,23,17,10,2,0,2,0,0,0,0,Research and Development
3524,57,86,2,16,14,1.4827586206896552,13,4,5,273,0.7143119303587163,4,4,5,3,13,13,13,2,0,0,0,0,0,0,Quality Assurance
3525,80,83,3,15,17,1.0246913580246915,7,3,3,103,1.0274474665595068,3,4,4,1,20,7,12,3,0,1,0,0,0,0,Sales and Marketing
3526,66,74,2,12,13,1.1044776119402986,9,3,4,172,0.5932551399995056,3,3,5,3,18,19,11,4,0,0,0,1,0,0,Quality Assurance
3527,78,84,3,15,17,1.0632911392405062,6,3,5,178,1.3698273260776515,4,5,4,0,32,13,10,1,0,3,0,0,0,0,IT Infrastructure
3528,72,86,2,16,11,1.178082191780822,9,5,6,135,1.242499215853014,4,4,7,0,20,12,7,0,0,1,0,1,0,0,Quality Assurance
3529,75,79,3,9,18,1.0394736842105263,11,2,5,86,0.6339206552245942,4,6,6,3,19,11,8,0,0,2,0,0,0,0,IT Infrastructure
3530,67,79,2,16,15,1.161764705882353,10,3,4,67,1.3797059448129356,3,5,4,2,19,16,5,1,0,3,0,1,0,0,Development Department
3531,56,79,2,12,15,1.3859649122807018,4,2,7,119,0.7913414863707516,3,3,4,3,19,11,11,2,0,2,0,1,0,0,Sales and Marketing
3532,74,83,2,15,18,1.1066666666666667,5,3,5,196,0.9102079999098753,3,4,6,2,25,9,12,2,0,1,0,1,0,0,IT Infrastructure
3533,64,84,2,13,19,1.2923076923076924,7,2,4,55,1.306495362357722,4,6,6,0,31,11,14,2,0,2,0,0,0,0,Development Department
3534,63,77,2,10,14,1.203125,3,1,3,1153,1.923498809977878,3,6,4,2,22,16,16,2,0,1,0,1,0,0,Research and Development
3535,50,94,2,10,15,1.8431372549019607,5,2,5,70,1.7990097320353156,3,2,6,0,27,15,12,2,0,2,0,0,0,0,Quality Assurance
3536,74,90,2,18,15,1.2,8,3,4,194,1.3321604850751383,3,4,4,1,19,8,6,1,0,0,0,1,0,0,Development Department
3537,62,81,2,17,11,1.2857142857142858,13,3,6,86,0.9478880033644533,4,4,3,0,17,14,7,0,0,1,0,0,0,0,IT Infrastructure
3538,67,69,2,12,17,1.0147058823529411,7,4,6,79,0.520013119731533,4,6,6,1,30,10,8,1,0,1,0,0,0,0,Sales and Marketing
3539,70,76,2,14,24,1.0704225352112675,7,2,4,194,1.973897654887403,4,2,4,1,19,10,7,3,0,2,0,0,0,0,Research and Development
3540,64,92,2,14,13,1.4153846153846155,8,6,3,56,1.3189158845553413,4,3,4,2,21,20,9,1,0,1,0,1,0,0,Research and Development
3541,60,70,2,11,13,1.1475409836065573,5,4,4,119,1.318564396456499,3,4,5,2,21,11,16,2,0,0,0,0,0,0,Development Department
3542,59,91,2,13,17,1.5166666666666666,9,2,4,44,1.9702567282628127,3,5,5,0,21,13,15,1,0,1,0,0,0,0,Development Department
3543,75,67,3,14,15,0.881578947368421,3,3,3,238,1.3112240270941786,4,4,4,3,27,8,9,1,0,2,0,1,0,0,Quality Assurance
3544,74,89,2,17,21,1.1866666666666668,5,2,2,168,0.5480072404544571,4,5,6,0,22,14,10,1,0,0,0,0,0,0,Research and Development
3545,62,82,2,11,14,1.3015873015873016,11,2,5,33,1.0543105375016315,4,2,6,3,25,7,8,3,0,3,0,1,0,0,Research and Development
3547,76,86,3,19,14,1.1168831168831168,8,3,5,959,0.7650059532200814,4,3,3,2,24,17,9,1,0,3,0,1,0,0,Sales and Marketing
3548,63,98,2,14,15,1.53125,9,3,3,61,1.9114682510698993,3,5,5,2,30,15,15,0,0,2,0,0,0,0,Quality Assurance
3549,72,79,2,16,14,1.082191780821918,9,1,5,75,1.2637226560410133,4,3,5,1,22,13,18,2,0,2,0,0,0,0,IT Infrastructure
3550,61,72,2,19,19,1.1612903225806452,7,5,7,184,1.6991948979341511,3,3,6,1,16,14,10,4,0,2,0,1,0,0,IT Infrastructure
3551,77,93,3,17,19,1.1923076923076923,5,2,5,48,1.5478266757739139,4,5,5,0,23,12,13,1,0,0,0,0,0,0,Development Department
3552,55,85,2,12,15,1.5178571428571428,5,3,4,94,0.6325145832443725,4,5,5,2,26,19,5,3,0,1,0,0,0,0,Quality Assurance
3553,66,90,2,7,17,1.3432835820895523,7,6,6,161,1.032510379424749,3,5,5,1,29,10,13,1,0,0,0,1,0,0,Quality Assurance
3554,69,85,2,13,15,1.2142857142857142,7,2,6,50,1.6328717401850517,4,3,6,3,8,14,12,2,0,2,0,1,0,0,Development Department
3555,51,74,2,16,24,1.4230769230769231,7,3,2,239,1.7897232788622954,4,3,4,2,23,21,11,3,0,1,0,0,0,0,Sales and Marketing
3556,66,73,2,10,16,1.0895522388059702,4,4,6,105,1.5477128784892744,4,5,4,2,22,16,13,0,0,3,0,0,0,0,Quality Assurance
3557,62,82,2,14,13,1.3015873015873016,8,3,6,89,1.7105978791911012,4,3,5,2,20,18,9,0,0,2,0,0,0,0,Research and Development
3558,69,83,2,14,14,1.1857142857142857,7,3,5,219,1.1507582908378482,4,6,5,2,22,23,7,0,0,2,0,0,0,0,Quality Assurance
3559,62,79,2,13,14,1.253968253968254,7,1,3,155,0.9376090966873363,4,6,6,3,17,13,11,0,0,1,0,1,0,0,Sales and Marketing
3560,60,68,2,15,26,1.1147540983606556,6,1,4,231,1.2489430888856174,4,3,5,1,23,6,10,2,0,0,0,1,0,0,Quality Assurance
3561,62,85,2,14,20,1.3492063492063493,6,1,2,24,1.211218632866431,4,4,6,0,19,22,13,0,0,3,0,1,0,0,Research and Development
3562,73,84,2,19,9,1.135135135135135,7,3,3,285,0.5831374134287389,4,4,6,1,12,10,13,1,0,1,0,1,0,0,IT Infrastructure
3563,67,71,2,14,8,1.0441176470588236,11,3,6,139,1.178543546564085,4,6,5,2,22,16,19,4,0,1,0,1,0,0,IT Infrastructure
3564,63,74,2,16,19,1.15625,2,2,4,51,0.6742541892824816,4,4,6,0,21,16,13,1,0,2,0,1,0,0,Sales and Marketing
3565,65,94,2,13,17,1.4242424242424243,7,2,2,75,0.5790701206215672,3,3,6,1,21,19,16,2,0,3,0,1,0,0,Sales and Marketing
3566,75,80,3,16,24,1.0526315789473684,7,2,5,201,1.6249209990133628,3,3,6,2,21,11,7,0,0,1,0,1,0,0,Research and Development
3567,68,79,2,13,20,1.144927536231884,8,3,5,165,0.9513464095950901,4,6,3,2,17,21,6,3,0,2,0,0,0,0,IT Infrastructure
3568,61,91,2,10,21,1.467741935483871,7,1,5,54,1.3322119312413843,4,4,6,3,29,12,16,2,0,2,0,1,0,0,IT Infrastructure
3569,81,93,3,14,15,1.1341463414634145,5,5,4,172,1.3099578323169494,4,5,6,3,15,12,8,0,0,3,0,1,0,0,IT Infrastructure
3570,75,83,3,8,17,1.0921052631578947,5,1,3,65,1.927233106425587,3,5,5,1,17,11,10,2,0,3,0,0,0,0,IT Infrastructure
3571,63,77,2,14,12,1.203125,6,5,2,68,1.524611018918667,3,2,6,0,21,10,10,1,0,2,0,1,0,0,Research and Development
3572,70,74,2,22,21,1.0422535211267605,7,2,4,145,0.8766642551075192,3,5,6,0,22,14,16,2,0,2,0,1,0,0,Sales and Marketing
3573,59,102,2,18,19,1.7,15,2,4,515,1.9746563657186385,4,5,7,2,9,18,6,1,0,1,0,0,0,0,Sales and Marketing
3574,79,76,3,12,21,0.95,8,2,4,225,0.5964426497007855,3,6,6,2,23,19,16,2,0,2,0,0,0,0,Development Department
3575,64,81,2,12,17,1.2461538461538462,14,1,6,76,0.8274540051467558,3,3,5,0,34,17,9,0,0,1,0,1,0,0,Sales and Marketing
3576,66,76,2,9,19,1.1343283582089552,5,3,4,360,0.7475677861332877,4,5,5,1,22,6,6,2,0,3,0,0,0,0,IT Infrastructure
3577,66,92,2,12,16,1.373134328358209,7,4,2,303,0.7693572489734519,3,5,6,0,18,21,12,1,0,1,0,0,0,0,Quality Assurance
3578,67,79,2,14,11,1.161764705882353,8,3,3,47,1.6553611201972736,3,2,5,1,37,14,11,1,0,0,0,0,0,0,IT Infrastructure
3580,68,70,2,10,16,1.0144927536231885,6,3,4,21,0.5032312941393771,4,3,6,0,18,14,9,1,0,1,0,1,0,0,Sales and Marketing
3581,79,89,3,11,17,1.1125,6,3,3,99,1.006758993988961,3,5,4,2,28,17,10,2,0,2,0,0,0,0,Development Department
3582,61,85,2,14,14,1.3709677419354838,8,3,3,46,1.5198597707610335,4,4,4,1,17,9,10,1,0,1,0,0,0,0,Research and Development
3583,75,85,3,12,16,1.118421052631579,7,4,5,81,1.9064772061307984,3,3,3,0,25,16,5,0,0,0,0,1,0,0,Quality Assurance
3584,59,77,2,13,17,1.2833333333333334,6,3,1,79,1.1850103656173545,4,5,3,2,18,14,7,1,0,1,0,0,0,0,Quality Assurance
3585,74,72,2,11,15,0.96,5,4,2,113,1.5860063342219708,4,4,6,1,26,12,15,1,0,3,0,1,0,0,Development Department
3586,60,80,2,9,9,1.3114754098360655,7,4,3,153,1.301888485438142,3,3,4,2,13,15,8,1,0,0,0,1,0,0,IT Infrastructure
3587,59,77,2,7,16,1.2833333333333334,8,5,3,126,1.6807767603333543,4,6,5,1,18,10,12,1,0,3,0,0,0,0,Research and Development
3588,56,95,2,19,14,1.6666666666666667,10,3,4,107,1.3240545783381292,4,6,5,2,26,15,11,2,0,0,0,1,0,0,Research and Development
3589,59,79,2,13,15,1.3166666666666667,10,3,6,72,0.90334303728586,4,4,5,1,29,14,13,1,0,2,0,0,0,0,Research and Development
3590,71,77,2,20,17,1.0694444444444444,7,2,3,98,0.9729657849585834,3,6,3,2,25,16,4,0,0,2,0,0,0,0,Sales and Marketing
3591,70,79,2,12,14,1.1126760563380282,4,4,4,52,1.809062067328534,4,5,5,2,28,14,10,1,0,1,0,0,0,0,IT Infrastructure
3592,63,84,2,13,15,1.3125,6,2,2,92,1.7498902117528994,4,3,5,2,16,17,13,2,0,0,0,1,0,0,Quality Assurance
3593,67,80,2,15,10,1.1764705882352942,9,1,7,50,1.3444785586571406,3,2,5,1,25,14,6,1,0,2,0,1,0,0,Quality Assurance
3594,74,83,2,17,12,1.1066666666666667,4,2,8,162,1.4066063724612299,3,5,5,1,27,11,10,2,0,1,0,1,0,0,IT Infrastructure
3595,60,77,2,17,18,1.2622950819672132,9,3,5,566,0.8948716362910185,3,5,4,1,25,4,9,0,0,0,0,0,0,0,Quality Assurance
3596,73,77,2,22,16,1.0405405405405406,8,4,2,294,0.7603720107096414,3,4,6,0,23,14,15,2,0,2,0,0,0,0,Sales and Marketing
3597,63,79,2,12,12,1.234375,8,4,8,183,0.5059731633052339,4,2,6,1,18,15,17,2,0,1,0,0,0,0,Research and Development
3598,70,91,2,13,15,1.2816901408450705,8,3,4,12,1.6312231680248241,3,3,6,2,32,13,14,2,0,0,0,1,0,0,Quality Assurance
3599,60,80,2,11,15,1.3114754098360655,9,2,4,84,0.8208726594661637,3,5,6,3,21,9,6,3,0,3,0,0,0,0,Sales and Marketing
3600,74,84,2,14,13,1.12,9,3,4,18,1.8007609411917773,4,4,5,2,19,12,10,2,0,1,0,0,0,0,Research and Development
3601,73,85,2,20,18,1.1486486486486487,7,4,7,132,1.9683016997565699,3,5,3,2,19,12,15,1,0,2,0,1,0,0,IT Infrastructure
3602,70,73,2,12,14,1.028169014084507,8,1,7,107,1.5187445631642422,4,4,5,2,23,20,9,1,0,3,0,0,0,0,IT Infrastructure
3603,52,68,2,18,16,1.2830188679245282,5,4,2,139,1.9124048231885884,4,6,4,3,20,10,13,1,0,1,0,0,0,0,Sales and Marketing
3604,60,71,2,12,16,1.1639344262295082,10,2,3,106,1.875885903227772,4,2,6,3,27,10,12,2,0,1,0,0,0,0,Sales and Marketing
3605,74,76,2,7,11,1.0133333333333334,3,4,2,57,0.7996655541725899,3,7,7,2,16,15,15,0,0,3,0,0,0,0,Sales and Marketing
3606,76,91,3,17,14,1.1818181818181819,7,4,2,63,1.806798457861815,3,4,5,3,33,10,13,0,0,1,0,0,0,0,Quality Assurance
3607,68,100,2,13,23,1.4492753623188406,9,2,4,90,1.5758763384017327,4,3,5,1,33,13,9,2,0,1,0,0,0,0,IT Infrastructure
3608,62,75,2,17,18,1.1904761904761905,7,5,5,91,0.7224543533161938,4,3,5,1,28,14,11,2,0,2,0,1,0,0,Quality Assurance
3609,74,95,2,24,17,1.2666666666666666,4,4,6,696,1.6193422437887648,4,4,6,2,18,13,12,2,0,1,0,0,0,0,Quality Assurance
3610,68,71,2,18,12,1.0289855072463767,7,3,5,87,1.226915018520557,4,6,4,2,24,15,7,0,0,1,0,0,0,0,Research and Development
3611,81,67,3,12,18,0.8170731707317073,7,3,2,41,0.5807109635008811,3,5,3,1,26,14,5,1,0,1,0,0,0,0,Sales and Marketing
3612,69,79,2,8,19,1.1285714285714286,5,3,6,79,1.649744196393519,3,5,5,0,26,9,6,0,0,1,0,1,0,0,Quality Assurance
3613,47,88,1,9,13,1.8333333333333333,3,4,3,63,1.8185429389039682,4,3,6,2,14,19,7,2,0,0,0,0,0,0,Research and Development
3614,74,85,2,18,20,1.1333333333333333,8,2,5,108,1.7215782537232958,3,4,4,2,20,13,14,3,0,2,0,0,0,0,Development Department
3615,72,77,2,12,16,1.0547945205479452,4,6,2,174,0.5149595408075296,4,5,3,2,17,12,15,2,0,0,0,1,0,0,Research and Development
3616,73,83,2,18,16,1.1216216216216217,8,3,4,179,1.3861075554348448,4,5,4,2,28,12,15,2,0,1,0,1,0,0,Development Department
3617,72,77,2,11,23,1.0547945205479452,9,2,3,93,1.5211207655495378,4,3,5,2,24,14,1,1,0,2,0,0,0,0,Development Department
3618,79,72,3,17,17,0.9,5,2,5,105,1.8178329896814196,4,5,6,1,25,11,12,3,0,0,0,0,0,0,Development Department
3619,63,96,2,14,17,1.5,7,4,6,27,0.6249007810435552,4,3,4,2,12,14,10,1,0,2,0,0,0,0,Development Department
3620,70,84,2,14,17,1.1830985915492958,10,4,4,48,1.3539175785346087,4,2,4,1,19,14,14,0,0,0,0,0,0,0,Sales and Marketing
3621,78,75,3,21,11,0.9493670886075949,7,2,3,17,1.438988767666273,4,3,4,1,24,12,7,1,0,3,0,0,0,0,Quality Assurance
3622,71,70,2,10,14,0.9722222222222222,6,4,4,556,1.0960331211603533,3,5,6,3,25,8,11,1,0,3,0,0,0,0,Quality Assurance
3623,56,87,2,14,17,1.5263157894736843,8,2,3,100,1.9012003384759026,4,4,5,0,23,16,3,2,0,2,0,0,0,0,Development Department
3624,65,75,2,12,15,1.1363636363636365,8,3,4,127,0.9492939857918434,3,5,6,3,22,6,10,1,0,1,0,0,0,0,Quality Assurance
3625,60,84,2,12,13,1.3770491803278688,12,2,6,129,1.8695996950367082,4,3,4,2,24,10,9,3,0,0,0,0,0,0,Development Department
3626,75,81,3,15,14,1.0657894736842106,9,3,3,72,0.7364896740047367,4,4,6,3,22,16,7,1,0,0,0,0,0,0,Quality Assurance
3627,68,74,2,14,14,1.0724637681159421,10,3,3,623,1.9320302397707638,3,4,3,1,26,15,10,0,0,1,0,0,0,0,Research and Development
3628,66,95,2,18,16,1.4179104477611941,5,1,2,74,1.7246793803745157,4,3,4,1,33,14,11,1,0,1,0,1,0,0,Sales and Marketing
3629,63,89,2,13,15,1.390625,6,3,5,52,1.1344763964903302,3,4,5,3,30,13,15,2,0,2,0,0,0,0,IT Infrastructure
3630,67,83,2,13,11,1.2205882352941178,6,3,3,174,1.1594088227536936,4,2,5,2,23,16,9,1,0,2,0,0,0,0,Development Department
3631,74,77,2,13,12,1.0266666666666666,9,3,5,308,1.4749745812219894,3,5,3,0,24,11,15,2,0,1,0,1,0,0,Research and Development
3632,75,77,3,12,19,1.013157894736842,9,4,7,61,1.4968440536718846,4,2,5,2,19,12,10,0,0,2,0,0,0,0,Research and Development
3633,61,96,2,15,21,1.5483870967741935,6,3,4,77,0.6188967662838567,4,3,5,2,23,9,12,0,0,3,0,1,0,0,Sales and Marketing
3634,67,67,2,11,10,0.9852941176470589,6,2,5,111,1.1854196052056034,4,4,3,3,27,11,9,2,0,1,0,1,0,0,Sales and Marketing
3635,69,72,2,12,14,1.0285714285714285,7,2,2,39,0.6961021235742413,4,5,5,1,24,18,13,0,0,1,0,0,0,0,Development Department
3636,64,88,2,14,18,1.353846153846154,8,2,6,77,0.9291297256555786,3,2,5,3,28,11,20,2,0,2,0,1,0,0,Development Department
3637,76,68,3,20,15,0.8831168831168831,7,2,3,84,1.9237199609446085,3,2,4,2,18,12,8,1,0,1,0,0,0,0,Research and Development
3638,59,77,2,13,12,1.2833333333333334,14,4,6,102,1.5497555235408067,3,5,6,3,23,9,8,1,0,2,0,0,0,0,Research and Development
3639,65,69,2,13,9,1.0454545454545454,5,1,6,67,0.9757443862634739,3,6,5,3,29,10,6,1,0,1,0,0,0,0,Sales and Marketing
3640,62,83,2,12,11,1.3174603174603174,5,3,5,32,0.6074191525774959,3,5,6,3,27,7,11,2,0,2,0,1,0,0,Development Department
3641,61,82,2,16,15,1.3225806451612903,9,4,3,111,1.437940803039297,4,2,7,0,23,13,16,1,0,1,0,0,0,0,Development Department
3642,68,87,2,16,19,1.2608695652173914,10,3,6,113,1.2228518112975046,4,5,6,2,20,21,13,1,0,1,0,1,0,0,Research and Development
3643,66,77,2,11,10,1.1492537313432836,6,1,6,206,0.6245759536458221,3,2,4,2,23,13,12,4,0,3,0,0,0,0,IT Infrastructure
3644,72,85,2,19,12,1.1643835616438356,7,1,3,67,1.820459763547499,4,5,6,1,18,16,12,2,0,1,0,0,0,0,Research and Development
3645,65,92,2,11,13,1.393939393939394,6,7,6,376,1.3542716791178755,3,3,6,3,18,18,7,0,0,2,0,0,0,0,IT Infrastructure
